USERID,USERNAME,USERFOLLOWERS,TEXT,CREATED,POLARITY,SUBJECTIVITY,SENTIMENT,ENCODE
1230915274775449600,wolefanegan,310,"RT @Webcoupers: Meet @wolefanegan the Head of the Design Team.

When he’s not watching movies or studying about design, he’s cooking up bre…",2020-02-21 18:00:45,0.0,0.0,NEGATIVE
1230895468198158337,adeyokemi,1465,"RT @AbiolaSeriki_: Next Friday, I’ll be moderating a @SMWLagos panel session hosted by @webcoupers 

The session is focused on Human-Center…",2020-02-21 16:42:03,0.0,0.0,NEGATIVE
1230877224271781888,Webcoupers,1419,"We have a weird number of coffee, tea and caffeine addicts 

Bonus point: Our cofounders are a spectrum of baby boy… https://t.co/8JpBkkTOKv",2020-02-21 15:29:33,-0.5,1.0,NEGATIVE
1230877219632840705,Webcoupers,1419,70% of the team are always using headphones while they are working. So half the time you are forced to use SLACK if… https://t.co/VBgOunc0kB,2020-02-21 15:29:32,-0.23333333333333334,0.18333333333333335,NEGATIVE
1230877213458927618,Webcoupers,1419,Mondays are usually the most sullen days at work because everyone is always in I-can-do-all-things-through-christ-w… https://t.co/EWq3nVyMUa,2020-02-21 15:29:30,0.125,0.375,NEUTRAL
1230877208056647680,Webcoupers,1419,"We love knowledge sharing sessions and we have a lot of them. I.e Green room, Debrief, brief wars, Ad Digest. The l… https://t.co/entPHRQBO4",2020-02-21 15:29:29,0.09999999999999999,0.41111111111111104,NEGATIVE
1230877198980206592,Webcoupers,1419,"Random facts about Webcoupers

#Thread https://t.co/ZPzSHwzN8j",2020-02-21 15:29:27,-0.5,0.5,NEGATIVE
1230853890167496705,Its_Biyi,2713,"RT @AbiolaSeriki_: Next Friday, I’ll be moderating a @SMWLagos panel session hosted by @webcoupers 

The session is focused on Human-Center…",2020-02-21 13:56:50,0.0,0.0,NEGATIVE
1230843415627067393,Webcoupers,1419,"Meet @wolefanegan the Head of the Design Team.

When he’s not watching movies or studying about design, he’s cookin… https://t.co/AeKyu8jdE6",2020-02-21 13:15:12,0.0,0.0,NEGATIVE
1230808450185203712,LadeKale,2776,RT @AbiolaSeriki_: Looking forward to an enlightening conversation with my guests from @webcoupers @paystack @fidelitybankplc &amp; @Nestle Nig…,2020-02-21 10:56:16,0.3,0.4,POSITIVE
1230805154699542529,AbiolaSeriki_,752,Looking forward to an enlightening conversation with my guests from @webcoupers @paystack @fidelitybankplc &amp;… https://t.co/rdBrMFOckZ,2020-02-21 10:43:10,0.3,0.4,POSITIVE
1230805120604131328,LadeKale,2776,"RT @AbiolaSeriki_: Next Friday, I’ll be moderating a @SMWLagos panel session hosted by @webcoupers 

The session is focused on Human-Center…",2020-02-21 10:43:02,0.0,0.0,NEGATIVE
1230804510420930561,AbiolaSeriki_,752,"Next Friday, I’ll be moderating a @SMWLagos panel session hosted by @webcoupers 

The session is focused on Human-C… https://t.co/k7gXnkYStJ",2020-02-21 10:40:37,0.0,0.0,NEGATIVE
